CUI	Uniprot_Name	Uniprot_id	Gene_name	EnsembleGeneId	TTD_id
C1414948	GALK1_HUMAN	P51570	GALK1	ENSG00000108479	null
C1414047	DIAP1_HUMAN	O60610	DIAPH1	ENSG00000131504	null
C1415189	GPV_HUMAN	P40197	GP5	ENSG00000178732	null
C1418424	PDE5A_HUMAN	O76074	PDE5A	ENSG00000138735	T07663
C1421420	VAMP3_HUMAN	Q15836	VAMP3	ENSG00000049245	null
C3890131	CE295_HUMAN	Q9C0D2	CEP295	ENSG00000166004	null
C1424806	ASB10_HUMAN	Q8WXI3	ASB10	ENSG00000146926	null
C1421460	VNN2_HUMAN	O95498	VNN2	ENSG00000112303	null
C1415794	HTSF1_HUMAN	O43719	HTATSF1	ENSG00000102241	null
C1426728	ZN410_HUMAN	Q86VK4	ZNF410	ENSG00000119725	null
C1539669	HKDC1_HUMAN	Q2TB90	HKDC1	ENSG00000156510	null
C1825813	LIRA5_HUMAN	A6NI73	LILRA5	ENSG00000187116	null
C1416161	IGJ_HUMAN	P01591	JCHAIN	ENSG00000132465	null
C1538864	RN166_HUMAN	Q96A37	RNF166	ENSG00000158717	null
C1823077	SNX30_HUMAN	Q5VWJ9	SNX30	ENSG00000148158	null
C1416716	K1C13_HUMAN	P13646	KRT13	ENSG00000171401	null
C1417250	MRE11_HUMAN	P49959	MRE11	ENSG00000020922	null
C1538555	OTUD1_HUMAN	Q5VV17	OTUD1	ENSG00000165312	null
C1412886	AHSA1_HUMAN	O95433	AHSA1	ENSG00000100591	null
C1537591	LR2BP_HUMAN	Q9P2M1	LRP2BP	ENSG00000109771	null
C1415562	1C03_HUMAN	P04222,P10321,P30499,P30501,P30504,P30505,P30508,P30510,Q07000,Q29865,Q29960,Q29963,Q95604,Q9TNN7	HLA-C	ENSG00000204525	null
C1425023	NGLY1_HUMAN	Q96IV0	NGLY1	ENSG00000151092	null
C4554683	CI172_HUMAN	C9J069	AJM1	ENSG00000232434	null
C1335276	PTK7_HUMAN	Q13308	PTK7	ENSG00000112655	T68525
C1420507	STXB2_HUMAN	Q15833	STXBP2	ENSG00000076944	null
C1418098	OR6B1_HUMAN	O95007	OR6B1	ENSG00000221813	null
C1825355	SLX1_HUMAN	Q9BQ83	null	ENSG00000181625	null
C0812307	LYN_HUMAN	P07948	LYN	ENSG00000254087	T68163
C1335639	RL7A_HUMAN	P62424	RPL7A	ENSG00000148303	null
C1416910	LRMP_HUMAN	Q12912	IRAG2	ENSG00000118308	null
C1425841	DPOLN_HUMAN	Q7Z5Q5	POLN	ENSG00000130997	null
C1421354	UMPS_HUMAN	P11172	UMPS	ENSG00000114491	T15851
C1423823	MYH7B_HUMAN	A7E2Y1	MYH7B	ENSG00000078814	null
C1422274	CF010_HUMAN	Q5SRN2	TSBP1	ENSG00000204296	null
C3543872	TRI77_HUMAN	I1YAP6	TRIM77	ENSG00000214414	null
C1412925	EGLN1_HUMAN	Q9GZT9	EGLN1	ENSG00000135766	T32880
C1421623	ZN131_HUMAN	P52739	ZNF131	ENSG00000172262	null
C1428547	COMD8_HUMAN	Q9NX08	COMMD8	ENSG00000169019	null
C1416303	LV102_HUMAN	P01700	IGLV1-47	ENSG00000211648	null
C1418979	CYH2_HUMAN	Q99418	CYTH2	ENSG00000105443	T85056
C3147312	F10C1_HUMAN	Q70Z53	FRA10AC1	ENSG00000148690	null
C1538563	PACS1_HUMAN	Q6VY07	PACS1	ENSG00000175115	null
C1418286	PBX2_HUMAN	P40425	PBX2	ENSG00000204304	null
C1412277	PGCA_HUMAN	P16112	ACAN	ENSG00000157766	null
C1823833	DAW1_HUMAN	Q8N136	DAW1	ENSG00000123977	null
C1419337	RELN_HUMAN	P78509	RELN	ENSG00000189056	null
C1537443	PAF15_HUMAN	Q15004	PCLAF	ENSG00000166803	null
C2681650	LRIQ4_HUMAN	A6NIV6	LRRIQ4	ENSG00000188306	null
C1540293	CD276_HUMAN	Q5ZPR3	CD276	ENSG00000103855	T45612
C1414071	DLL3_HUMAN	Q9NYJ7	DLL3	ENSG00000090932	T75716
C1335231	RPB1_HUMAN	P24928	POLR2A	ENSG00000181222	null
C3470237	VSTM5_HUMAN	A8MXK1	VSTM5	ENSG00000214376	null
C1420614	TBX4_HUMAN	P57082	TBX4	ENSG00000121075	null
C1413938	DCX_HUMAN	O43602	DCX	ENSG00000077279	null
C1333682	GSCR2_HUMAN	Q9NZM5	NOP53	ENSG00000105373	null
C1538294	AN36A_HUMAN	A6QL64	ANKRD36	ENSG00000135976	null
C1418639	PLCL2_HUMAN	Q9UPR0	PLCL2	ENSG00000154822	null
C1414443	ERH_HUMAN	P84090	ERH	ENSG00000100632	null
C0812263	EPHA3_HUMAN	P29320	EPHA3	ENSG00000044524	T28413
C2681306	CQ102_HUMAN	A2RUQ5	null	ENSG00000197322	null
C1418215	P2RX7_HUMAN	Q99572	P2RX7	ENSG00000089041	T63414
C1421945	LY6D_HUMAN	Q14210	LY6D	ENSG00000167656	T03317
C2675209	TIFAB_HUMAN	Q6ZNK6	TIFAB	ENSG00000255833	null
C1823208	AKND1_HUMAN	Q5T1N1	AKNAD1	ENSG00000162641	null
C1826778	ESRP1_HUMAN	Q6NXG1	ESRP1	ENSG00000104413	null
C1415356	GUC1C_HUMAN	O95843	GUCA1C	ENSG00000138472	null
C1415017	GCM2_HUMAN	O75603	GCM2	ENSG00000124827	null
C3470835	CU104_HUMAN	Q9UJ94	null	null	null
C1539585	GMPPA_HUMAN	Q96IJ6	GMPPA	ENSG00000144591	null
C2240226	A1CF_HUMAN	Q9NQ94	A1CF	ENSG00000148584	null
C1824037	ZN763_HUMAN	Q0D2J5	ZNF763	ENSG00000197054	null
C1413297	CDS1_HUMAN	Q92903	CDS1	ENSG00000163624	null
C1538224	ZN658_HUMAN	Q5TYW1	ZNF658	ENSG00000274349	null
C1422203	NDF6_HUMAN	Q96NK8	NEUROD6	ENSG00000164600	null
C1539628	H2AB2_HUMAN	P0C5Z0	H2AB2,H2AB3	ENSG00000277745	null
C1427107	ZDH20_HUMAN	Q5W0Z9	ZDHHC20	ENSG00000180776	null
C1415222	GPR3_HUMAN	P46089	GPR3	ENSG00000181773	T31227
C2828961	CDHR3_HUMAN	Q6ZTQ4	CDHR3	ENSG00000128536	null
C1418843	2A5B_HUMAN	Q15173	PPP2R5B	ENSG00000068971	null
C2681540	GATS_HUMAN	Q8NAP1	CASTOR3	ENSG00000239521	null
C1417956	OPCM_HUMAN	Q14982	OPCML	ENSG00000183715	null
C1824721	CE170_HUMAN	Q5SW79	CEP170	ENSG00000143702	null
C1427003	RHDF1_HUMAN	Q96CC6	RHBDF1	ENSG00000007384	null
C0919430	VDR_HUMAN	P11473	VDR	ENSG00000111424	T34234
C1822609	PP6R3_HUMAN	Q5H9R7	PPP6R3	ENSG00000110075	null
C1423592	MYOME_HUMAN	Q5VU43	PDE4DIP	ENSG00000178104	null
C1415623	HMX2_HUMAN	A2RU54	HMX2	ENSG00000188816	null
C1418188	OSBP1_HUMAN	P22059	OSBP	ENSG00000110048	null
C1425603	UBP29_HUMAN	Q9HBJ7	USP29	ENSG00000131864	null
C1412840	BTG3_HUMAN	Q14201	BTG3	ENSG00000154640	null
C1421997	GTR7_HUMAN	Q6PXP3	SLC2A7	ENSG00000197241	null
C1418870	PRC1_HUMAN	O43663	PRC1	ENSG00000198901	null
C1823728	AKIR1_HUMAN	Q9H9L7	AKIRIN1	ENSG00000174574	null
C3470309	F222A_HUMAN	Q5U5X8	FAM222A	ENSG00000139438	null
C2828892	TRNK1_HUMAN	O15050	TRANK1	ENSG00000168016	null
C1412558	ARSE_HUMAN	P51690	ARSL	ENSG00000157399	null
C1420565	NK1R_HUMAN	P25103	TACR1	ENSG00000115353	T47094
C1425741	LEMD1_HUMAN	Q68G75	LEMD1	ENSG00000186007	null
C1413605	COPA_HUMAN	P53621	COPA	ENSG00000122218	null
C2681294	CP089_HUMAN	Q6UX73	C16orf89	ENSG00000153446	null
C1424451	RT36_HUMAN	P82909	MRPS36	ENSG00000134056	null
C1824891	DCD2C_HUMAN	A8MYV0	DCDC2C	ENSG00000214866	null
C1822743	S2533_HUMAN	Q9BSK2	SLC25A33	ENSG00000171612	null
C1414306	EFNB2_HUMAN	P52799	EFNB2	ENSG00000125266	null
C1412135	ASPX_HUMAN	P26436	ACRV1	ENSG00000134940	null
C1825369	GRPL2_HUMAN	Q4G1C9	GLIPR1L2	ENSG00000180481	null
C1418695	PMVK_HUMAN	Q15126	PMVK	ENSG00000163344	T53892
C1825454	DAAF5_HUMAN	Q86Y56	DNAAF5	ENSG00000164818	null
C0919432	SMAD3_HUMAN	P84022	SMAD3	ENSG00000166949	T35445
C1824770	CNTRB_HUMAN	Q8N137	CNTROB	ENSG00000170037	null
C1424820	TMM8A_HUMAN	Q9HCN3	PGAP6	ENSG00000129925	null
C1335826	SIRB1_HUMAN	O00241,Q5TFQ8	SIRPB1	ENSG00000101307	null
C1538457	CHM4A_HUMAN	Q9BY43	CHMP4A	ENSG00000254505	null
C1427125	ATG4B_HUMAN	Q9Y4P1	ATG4B	ENSG00000168397	null
C1428025	ETHE1_HUMAN	O95571	ETHE1	ENSG00000105755	null
C1823219	TM206_HUMAN	Q9H813	PACC1	ENSG00000065600	null
C1540287	CS035_HUMAN	Q6ZS72	PEAK3	ENSG00000188305	null
C1367689	UPAR_HUMAN	Q03405	PLAUR	ENSG00000011422	T36147,T74363
C1332122	V1AR_HUMAN	P37288	AVPR1A	ENSG00000166148	T79232
C1423576	IL36B_HUMAN	Q9NZH7	IL36B	ENSG00000136696	null
C1412101	ABR_HUMAN	Q12979	ABR	ENSG00000159842	null
C1427975	THAP6_HUMAN	Q8TBB0	THAP6	ENSG00000174796	null
C1425644	LRRK1_HUMAN	Q38SD2	LRRK1	ENSG00000154237	null
C1442760	TDG_HUMAN	Q13569	TDG	ENSG00000139372	T91681
C1824352	LLPH_HUMAN	Q9BRT6	LLPH	ENSG00000139233	null
C1420775	TEFF2_HUMAN	Q9UIK5	TMEFF2	ENSG00000144339	null
C1425021	GOPC_HUMAN	Q9HD26	GOPC	ENSG00000047932	null
C1825882	LRC24_HUMAN	Q50LG9	LRRC24	ENSG00000254402	null
C1822715	SHC4_HUMAN	Q6S5L8	SHC4	ENSG00000185634	null
C1842834	EPT1_HUMAN	Q9C0D9	SELENOI	ENSG00000138018	null
C1413440	CKS2_HUMAN	P33552	CKS2	ENSG00000123975	null
C1416780	LAMB1_HUMAN	P07942	LAMB1	ENSG00000091136	null
C1414201	DVL2_HUMAN	O14641	DVL2	ENSG00000004975	null
C1540063	TRI59_HUMAN	Q8IWR1	TRIM59	ENSG00000213186	T92902
C1456382	EBP2_HUMAN	Q99848	EBNA1BP2	ENSG00000117395	null
C1425102	5NT3A_HUMAN	Q9H0P0	NT5C3A	ENSG00000122643	null
C1420165	S27A3_HUMAN	Q5K4L6	SLC27A3	ENSG00000143554	null
C1824761	KCY_HUMAN	P30085	CMPK1	ENSG00000162368	null
C1333727	TF3C4_HUMAN	Q9UKN8	GTF3C4	ENSG00000125484	null
C3469817	S2551_HUMAN	Q9H1U9	SLC25A51	ENSG00000122696	null
C1421336	UDB10_HUMAN	P36537	UGT2B10	ENSG00000109181	null
C1425083	XPO4_HUMAN	Q9C0E2	XPO4	ENSG00000132953	null
C1333912	HMGN1_HUMAN	P05114	HMGN1	ENSG00000205581	null
C1826674	PRAM2_HUMAN	O60811	PRAMEF2	ENSG00000120952	null
C1427009	CCNL2_HUMAN	Q96S94	CCNL2	ENSG00000221978	null
C1417571	MYO9A_HUMAN	B2RTY4	MYO9A	ENSG00000066933	null
C1537577	LIPK_HUMAN	Q5VXJ0	LIPK	ENSG00000204021	null
C1825393	AATC2_HUMAN	Q8NHS2	GOT1L1	ENSG00000169154	null
C1419125	PTPRU_HUMAN	Q92729	PTPRU	ENSG00000060656	null
C1366449	PAR1_HUMAN	P25116	F2R	ENSG00000181104	T36483
C1825519	HN1L_HUMAN	Q9H910	JPT2	ENSG00000206053	null
C1420014	SGPL1_HUMAN	O95470	SGPL1	ENSG00000166224	T01575
C1428435	DNJB7_HUMAN	Q7Z6W7	DNAJB7	ENSG00000172404	null
C1826822	RHBL4_HUMAN	Q8TEB9	RHBDD1	ENSG00000144468	null
C1824638	MCUB_HUMAN	Q9NWR8	MCUB	ENSG00000005059	null
C1418317	PCDA2_HUMAN	Q9Y5H9	PCDHA2	ENSG00000204969	null
C1418006	OR1L4_HUMAN	Q8NGR5	OR1L4	ENSG00000136939	null
C0919477	LCK_HUMAN	P06239	LCK	ENSG00000182866	T12499
C1414206	DYRK2_HUMAN	Q92630	DYRK2	ENSG00000127334	T39486
C3470134	TRIQK_HUMAN	Q629K1	TRIQK	ENSG00000205133	null
C1428267	DND1_HUMAN	Q8IYX4	DND1	ENSG00000256453	null
C1427221	SMYD2_HUMAN	Q9NRG4	SMYD2	ENSG00000143499	T15797
C1412096	ABCG1_HUMAN	P45844	ABCG1	ENSG00000160179	T47098
C1415760	HSP74_HUMAN	P34932	HSPA4	ENSG00000170606	null
C1421493	WDR1_HUMAN	O75083	WDR1	ENSG00000071127	null
C1538672	PKHA9_HUMAN	O95397	null	ENSG00000134297	null
C1425677	SPAS2_HUMAN	Q86XZ4	SPATS2	ENSG00000123352	null
C4554989	CP052_HUMAN	Q8NHV5	MOSMO	ENSG00000185716	null
C1414141	DPP4_HUMAN	P27487	DPP4	ENSG00000197635	T31391
C1539270	DERL1_HUMAN	Q9BUN8	DERL1	ENSG00000136986	null
C1415832	SYIC_HUMAN	P41252	IARS1	ENSG00000196305	T46515
C2828739	SUN2_HUMAN	Q9UH99	SUN2	ENSG00000100242	null
C1422417	TRYB2_HUMAN	P20231	TPSB2	ENSG00000197253	null
C1423810	RTF2_HUMAN	Q9BY42	RTF2	ENSG00000022277	null
C1422582	C1QT4_HUMAN	Q9BXJ3	C1QTNF4	ENSG00000172247	null
C1825257	F120B_HUMAN	Q96EK7	FAM120B	ENSG00000112584	null
C1539197	C56D1_HUMAN	Q8N8Q1	CYB561D1	ENSG00000174151	null
C1415713	HAIR_HUMAN	O43593	HR	ENSG00000168453	null
C1538941	ARMX3_HUMAN	Q9UH62	ARMCX3	ENSG00000102401	null
C1367551	CALC_HUMAN	P01258,P06881	CALCA	ENSG00000110680	T93509
C1415903	IFN16_HUMAN	P05015	IFNA16	ENSG00000147885	null
C1420435	SSX2_HUMAN	Q16385	SSX2,SSX2B	ENSG00000241476	null
C1824257	CH048_HUMAN	Q96LL4	C8orf48	ENSG00000164743	null
C1417519	MXRA8_HUMAN	Q9BRK3	MXRA8	ENSG00000162576	null
C1417900	NXF3_HUMAN	Q9H4D5	NXF3	ENSG00000147206	null
C1826265	MORC1_HUMAN	Q86VD1	MORC1	ENSG00000114487	null
C2239783	NHSL2_HUMAN	Q5HYW2	NHSL2	ENSG00000204131	null
C1426904	WFDC9_HUMAN	Q8NEX5	WFDC9	ENSG00000180205	null
C1416320	A0A075B6K4_HUMAN	A0A075B6K4	IGLV3-10	ENSG00000211669	null
C2240339	CCD61_HUMAN	Q9Y6R9	CCDC61	ENSG00000104983	null
C1428840	LST2_HUMAN	Q9HCC9	ZFYVE28	ENSG00000159733	null
C1826949	RTF1_HUMAN	Q92541	RTF1	ENSG00000137815	null
C1538190	ZN484_HUMAN	Q5JVG2	ZNF484	ENSG00000127081	null
C1414140	DPP3_HUMAN	Q9NY33	DPP3	ENSG00000254986	null
C1539271	DERL2_HUMAN	Q9GZP9	DERL2	ENSG00000072849	null
C3812018	NPIA7_HUMAN	E9PJI5	NPIPA7	ENSG00000214967	null
C1416987	MGN_HUMAN	P61326	MAGOH	ENSG00000162385	null
C1825881	LRC23_HUMAN	Q53EV4	LRRC23	ENSG00000010626	null
C2239557	AP5Z1_HUMAN	O43299	AP5Z1	ENSG00000242802	null
C1425924	NEIL2_HUMAN	Q969S2	NEIL2	ENSG00000154328	null
C1823693	ANS1A_HUMAN	Q92625	ANKS1A	ENSG00000064999	null
C1825669	CLU_HUMAN	O75153	CLUH	ENSG00000132361	null
C1425982	CHD6_HUMAN	Q8TD26	CHD6	ENSG00000124177	null
C1421319	CEGT_HUMAN	Q16739	UGCG	ENSG00000148154	T14908
C1417518	MXRA7_HUMAN	P84157	MXRA7	ENSG00000182534	null
C1428845	IPRI_HUMAN	Q8IWB1	ITPRIP	ENSG00000148841	null
C1424935	ARI5B_HUMAN	Q14865	ARID5B	ENSG00000150347	null
C1424756	IL26_HUMAN	Q9NPH9	IL26	ENSG00000111536	null
C1837790	NPSR1_HUMAN	Q6W5P4	NPSR1	ENSG00000187258	T20958
C1412475	APOC1_HUMAN	P02654	APOC1	ENSG00000130208	null
C1414605	FGF23_HUMAN	Q9GZV9	FGF23	ENSG00000118972	T14853
C1539706	RSBNL_HUMAN	Q6PCB5	RSBN1L	ENSG00000187257	null
C3470059	DANCR_HUMAN	P0C864	null	ENSG00000226950	null
C1417813	NPTX2_HUMAN	P47972	NPTX2	ENSG00000106236	T92281
C1418996	PSG4_HUMAN	Q00888	PSG4	ENSG00000243137	null
C2681260	CRTP1_HUMAN	A8MQ03	CYSRT1	ENSG00000197191	null
C1417542	MYH7_HUMAN	P12883	MYH7	ENSG00000092054	T07507
C1539721	SAGE1_HUMAN	Q9NXZ1	SAGE1	ENSG00000181433	null
C1538040	NAA15_HUMAN	Q9BXJ9	NAA15	ENSG00000164134	null
C1426524	NOL6_HUMAN	Q9H6R4	NOL6	ENSG00000165271	null
C1427703	RAD9B_HUMAN	Q6WBX8	RAD9B	ENSG00000151164	null
C1424719	HABP4_HUMAN	Q5JVS0	HABP4	ENSG00000130956	null
C1420737	TIM_HUMAN	Q9UNS1	TIMELESS	ENSG00000111602	null
C1428147	KRA54_HUMAN	Q6L8H1	null	ENSG00000241598	null
C1335831	SKP2_HUMAN	Q13309	SKP2	ENSG00000145604	T80306
C1425999	CKS1_HUMAN	P61024	CKS1B	ENSG00000173207	null
C1412824	TISB_HUMAN	Q07352	ZFP36L1	ENSG00000185650	T44658
C1424662	POSTN_HUMAN	Q15063	POSTN	ENSG00000133110	T29187
C1415686	HXD12_HUMAN	P35452	HOXD12	ENSG00000170178	null
C1419851	SCML1_HUMAN	Q9UN30	SCML1	ENSG00000047634	null
C1823929	ZC3HE_HUMAN	Q6PJT7	ZC3H14	ENSG00000100722	null
C1422696	RM36_HUMAN	Q9P0J6	MRPL36	ENSG00000171421	null
C1420630	ELOA1_HUMAN	Q14241	ELOA	ENSG00000011007	null
C1970015	RELL1_HUMAN	Q8IUW5	RELL1	ENSG00000181826	null
C1424886	PCSK1_HUMAN	Q9UHG2	PCSK1N	ENSG00000102109	null
C1539224	PCD23_HUMAN	Q6V1P9	DCHS2	ENSG00000197410	null
C2239819	P3IP1_HUMAN	Q96FE7	PIK3IP1	ENSG00000100100	null
C3470336	FXYD8_HUMAN	P58550	null	ENSG00000182707	null
C1417963	OPRK_HUMAN	P41145	OPRK1	ENSG00000082556	T60693
C1334492	MCM5_HUMAN	P33992	MCM5	ENSG00000100297	null
C1420645	ZEB1_HUMAN	P37275	ZEB1	ENSG00000148516	null
C2681232	CE047_HUMAN	Q569G3	C5orf47	ENSG00000185056	null
C2828568	PRS37_HUMAN	A4D1T9	PRSS37	ENSG00000165076	null
C1537680	MED19_HUMAN	A0JLT2	MED19	ENSG00000156603	null
C1826625	BOC_HUMAN	Q9BWV1	BOC	ENSG00000144857	null
C1427760	COBL_HUMAN	O75128	COBL	ENSG00000106078	null
C1414330	EI2BD_HUMAN	Q9UI10	EIF2B4	ENSG00000115211	null
C1823751	CA131_HUMAN	Q8NDD1	C1orf131	ENSG00000143633	null
C1823941	ZFN2A_HUMAN	Q8N6M9	ZFAND2A	ENSG00000178381	null
C1427014	CP2R1_HUMAN	Q6VVX0	CYP2R1	ENSG00000186104	null
C1415422	H2B1O_HUMAN	P23527	H2BC17	ENSG00000274641	null
C1823928	ZC3HD_HUMAN	Q5T200	ZC3H13	ENSG00000123200	null
C1419245	RAD9A_HUMAN	Q99638	RAD9A	ENSG00000172613	null
C3471459	TRY6_HUMAN	Q8NHM4	null	null	null
C1537684	MEIG1_HUMAN	Q5JSS6	MEIG1	ENSG00000197889	null
C1420399	SRBP2_HUMAN	Q12772	SREBF2	ENSG00000198911	T03385
C1540265	RBFA_HUMAN	Q8N0V3	RBFA	ENSG00000101546	null
C1822720	SHRM2_HUMAN	Q13796	SHROOM2	ENSG00000146950	null
C1846860	STH_HUMAN	Q8IWL8	STH	ENSG00000256762	null
C1333533	FBXW7_HUMAN	Q969H0	FBXW7	ENSG00000109670	T21705
C1414199	DVL1_HUMAN	O14640	DVL1	ENSG00000107404	null
C1427256	RHG15_HUMAN	Q53QZ3	ARHGAP15	ENSG00000075884	null
C1428481	SAMD7_HUMAN	Q7Z3H4	SAMD7	ENSG00000187033	null
C1420166	S27A4_HUMAN	Q6P1M0	SLC27A4	ENSG00000167114	T40545
C1826776	RBM26_HUMAN	Q5T8P6	RBM26	ENSG00000139746	null
C1420875	TPM4_HUMAN	P67936	TPM4	ENSG00000167460	null
C3470654	CB046_HUMAN	Q6ZSB3	null	ENSG00000236790	null
C1426786	RPKL1_HUMAN	Q9Y6S9	RPS6KL1	ENSG00000198208	null
C1428806	WDTC1_HUMAN	Q8N5D0	WDTC1	ENSG00000142784	null
C1539047	TRM61_HUMAN	Q96FX7	TRMT61A	ENSG00000166166	null
C1423468	O10J4_HUMAN	P0C629	null	ENSG00000249730	null
C1539357	EMB_HUMAN	Q6PCB8	EMB	ENSG00000170571	null
C1334479	MK04_HUMAN	P31152	MAPK4	ENSG00000141639	null
C1539658	HECD2_HUMAN	Q5U5R9	HECTD2	ENSG00000165338	null
C1538617	FRP2L_HUMAN	Q6IN97	null	ENSG00000150175	null
C1334307	KISS1_HUMAN	Q15726	KISS1	ENSG00000170498	T18872
C1823440	T176A_HUMAN	Q96HP8	TMEM176A	ENSG00000002933	null
C1823531	TTC27_HUMAN	Q6P3X3	TTC27	ENSG00000018699	null
C2239546	IQUB_HUMAN	Q8NA54	IQUB	ENSG00000164675	null
C1823391	T132A_HUMAN	Q24JP5	TMEM132A	ENSG00000006118	null
C1424883	RIR2B_HUMAN	Q7LG56	RRM2B	ENSG00000048392	null
C1422695	RM35_HUMAN	Q9NZE8	MRPL35	ENSG00000132313	null
C1420075	SIX4_HUMAN	Q9UIU6	SIX4	ENSG00000100625	null
C1836267	NIPA4_HUMAN	Q0D2K0	NIPAL4	ENSG00000172548	null
C1418404	PDCD4_HUMAN	Q53EL6	PDCD4	ENSG00000150593	null
C1423094	SACA1_HUMAN	Q9HBV2	SPACA1	ENSG00000118434	null
C1538109	WIBG_HUMAN	Q9BRP8	PYM1	ENSG00000170473	null
C1538354	TMM8B_HUMAN	A6NDV4	TMEM8B	ENSG00000137103	null
C1538577	PARP1_HUMAN	P09874	PARP1	ENSG00000143799	T06273
C4320281	Q3ZM63_HUMAN	Q3ZM63	ETDA	ENSG00000238210	null
C3543895	TIKI1_HUMAN	Q86V40	TRABD2A	ENSG00000186854	null
C1419621	RPE_HUMAN	Q96AT9	RPE	ENSG00000197713	null
C1417224	MOCS1_HUMAN	Q9NZB8	MOCS1	ENSG00000124615	T98196
C1428998	ELOA2_HUMAN	Q8IYF1	ELOA2	ENSG00000206181	null
C2239889	RIM3B_HUMAN	A6NNM3	RIMBP3B	ENSG00000274600	null
C1420506	STXB1_HUMAN	P61764	STXBP1	ENSG00000136854	null
C1414266	EEA1_HUMAN	Q15075	EEA1	ENSG00000102189	null
C3469805	CC170_HUMAN	Q8IYT3	CCDC170	ENSG00000120262	null
C1823210	CA064_HUMAN	Q8NEQ6	SRARP	ENSG00000183888	null
C1824699	CEND_HUMAN	Q8N111	CEND1	ENSG00000184524	null
C1826425	BHA15_HUMAN	Q7RTS1	BHLHA15	ENSG00000180535	null
C1537531	LCE1B_HUMAN	Q5T7P3	LCE1B	ENSG00000196734	null
C1826549	PCMD1_HUMAN	Q96MG8	PCMTD1	ENSG00000168300	null
C1539701	RRN3_HUMAN	Q9NYV6	RRN3	ENSG00000085721	null
C1425797	ZN397_HUMAN	Q8NF99	ZNF397	ENSG00000186812	null
C1414814	NCS1_HUMAN	P62166	NCS1	ENSG00000107130	null
C1824396	CO032_HUMAN	Q32M92	null	ENSG00000183643	null
C1424679	SC61B_HUMAN	P60468	SEC61B	ENSG00000106803	null
C1420520	ST2B1_HUMAN	O00204	SULT2B1	ENSG00000088002	null
C1825905	LRC61_HUMAN	Q9BV99	LRRC61	ENSG00000127399	null
C1537596	LRRC7_HUMAN	Q96NW7	LRRC7	ENSG00000033122	null
C1823667	AN13B_HUMAN	Q86YJ7	ANKRD13B	ENSG00000198720	null
C1538863	RN165_HUMAN	Q6ZSG1	RNF165	ENSG00000141622	null
C1334890	NOVA1_HUMAN	P51513	NOVA1	ENSG00000139910	null
C1414332	AGO1_HUMAN	Q9UL18	AGO1	ENSG00000092847	null
C1413807	CTRB2_HUMAN	Q6GPI1	CTRB2	ENSG00000168928	null
C1425650	LRRK2_HUMAN	Q5S007	LRRK2	ENSG00000188906	T09977,T08123,T09197
C1414089	DMXL1_HUMAN	Q9Y485	DMXL1	ENSG00000172869	null
C1823427	F187B_HUMAN	Q17R55	FAM187B	ENSG00000177558	null
C2828935	SIM24_HUMAN	O75264	SMIM24	ENSG00000095932	null
C1427829	REG4_HUMAN	Q9BYZ8	REG4	ENSG00000134193	T94532
C1413668	CBPE_HUMAN	P16870	CPE	ENSG00000109472	T46546
C1824567	CCD43_HUMAN	Q96MW1	CCDC43	ENSG00000180329	null
C1837145	POTEA_HUMAN	Q6S8J7	null	ENSG00000188877	null
C1417541	MYH6_HUMAN	P13533	MYH6	ENSG00000197616	null
C1420070	SIPA1_HUMAN	Q96FS4	SIPA1	ENSG00000213445	null
C1420613	TBX3_HUMAN	O15119	TBX3	ENSG00000135111	null
C2828855	CI173_HUMAN	Q8N7X2	STPG3	ENSG00000197768	null
C1426935	AHSA2_HUMAN	Q719I0	null	ENSG00000173209	null
C1421760	ZN274_HUMAN	Q96GC6	ZNF274	ENSG00000171606	null
C1416829	LEG1_HUMAN	P09382	LGALS1	ENSG00000100097	T09544
C1418413	PDE11_HUMAN	Q9HCR9	PDE11A	ENSG00000128655	T99802
C1825976	MET7A_HUMAN	Q9H8H3	METTL7A	ENSG00000185432	null
C1422026	ZN304_HUMAN	Q9HCX3	ZNF304	ENSG00000131845	null
C1423449	OR4F6_HUMAN	Q8NGB9	OR4F6	ENSG00000184140	null
C1428916	PGRP4_HUMAN	Q96LB8	PGLYRP4	ENSG00000163218	null
C1425331	VATE2_HUMAN	Q96A05	ATP6V1E2	ENSG00000250565	null
C1427117	ZFY21_HUMAN	Q9BQ24	ZFYVE21	ENSG00000100711	null
C1423495	PP13_HUMAN	Q9UHV8	LGALS13	ENSG00000105198	null
C1538544	OR6B2_HUMAN	Q6IFH4	OR6B2	ENSG00000182083	null
C1823755	AUNIP_HUMAN	Q9H7T9	AUNIP	ENSG00000127423	null
C1418396	PCY1A_HUMAN	P49585	PCYT1A	ENSG00000161217	null
C2829172	CO6A6_HUMAN	A6NMZ7	COL6A6	ENSG00000206384	null
C1419239	RAD50_HUMAN	Q92878	RAD50	ENSG00000113522	null
C1413616	COQ7_HUMAN	Q99807	COQ7	ENSG00000167186	null
C1538054	NEIL3_HUMAN	Q8TAT5	NEIL3	ENSG00000109674	null
C1414949	GALK2_HUMAN	Q01415	GALK2	ENSG00000156958	null
C3813426	PRR32_HUMAN	B1ATL7	PRR32	ENSG00000183631	null
C1420588	TADBP_HUMAN	Q13148	TARDBP	ENSG00000120948	T08014
C1416940	LY9_HUMAN	Q9HBG7	LY9	ENSG00000122224	T38464
