CUI	Uniprot_Name	Uniprot_id	Gene_name	EnsembleGeneId	TTD_id	disgenet_gene_id
C1826415	BCAM_HUMAN	P50895	BCAM	ENSG00000187244	null	4059
C1414966	GANC_HUMAN	Q8TET4	GANC	ENSG00000214013	null	2595
C1539052	EMC7_HUMAN	Q9NPA0	EMC7	ENSG00000134153	null	56851
C1540260	TT39C_HUMAN	Q8N584	TTC39C	ENSG00000168234	null	125488
C3889180	TBC3L_HUMAN	B9A6J9	TBC1D3L	ENSG00000274512	null	null
C1416379	ELP1_HUMAN	O95163	ELP1	ENSG00000070061	T49888	8518
C1539498	FBX44_HUMAN	Q9H4M3	FBXO44	ENSG00000132879	null	93611
C1428023	MUC20_HUMAN	Q8N307	MUC20	ENSG00000176945	null	200958
C1413450	CLCN1_HUMAN	P35523	CLCN1	ENSG00000188037	T72467	1180
C3148643	PRS56_HUMAN	P0CW18	PRSS56	ENSG00000237412	null	646960
C1419060	PTGDS_HUMAN	P41222	PTGDS	ENSG00000107317	null	5730
C1823281	TIPIN_HUMAN	Q9BVW5	TIPIN	ENSG00000075131	null	54962
C1332114	MANF_HUMAN	P55145	MANF	ENSG00000145050	T62415	7873
C1824961	DPH3B_HUMAN	Q9H4G8	null	ENSG00000233838	null	null
C1857831	P4K2A_HUMAN	Q9BTU6	PI4K2A	ENSG00000155252	null	55361
C2242767	FTM_HUMAN	Q68CZ1	RPGRIP1L	ENSG00000103494	null	23322
C1335848	SMRD2_HUMAN	Q92925	SMARCD2	ENSG00000108604	null	6603
C1416853	DNLI3_HUMAN	P49916	LIG3	ENSG00000005156	null	3980
C1335280	PTN11_HUMAN	Q06124	PTPN11	ENSG00000179295	T13057	5781
C1426240	CNIH1_HUMAN	O95406	CNIH1	ENSG00000100528	null	null
C1825158	RMD2_HUMAN	Q96LZ7	RMDN2	ENSG00000115841	null	151393
C2239873	RBM44_HUMAN	Q6ZP01	RBM44	ENSG00000177483	null	null
C1413559	CNTN1_HUMAN	Q12860	CNTN1	ENSG00000018236	T58393	1272
C1825041	EID2B_HUMAN	Q96D98	EID2B	ENSG00000176401	null	null
C1414948	GALK1_HUMAN	P51570	GALK1	ENSG00000108479	null	2584
C1414047	DIAP1_HUMAN	O60610	DIAPH1	ENSG00000131504	null	1729
C1415189	GPV_HUMAN	P40197	GP5	ENSG00000178732	null	2814
C1418424	PDE5A_HUMAN	O76074	PDE5A	ENSG00000138735	T07663	8654
C1421420	VAMP3_HUMAN	Q15836	VAMP3	ENSG00000049245	null	9341
C3890131	CE295_HUMAN	Q9C0D2	CEP295	ENSG00000166004	null	null
C1424806	ASB10_HUMAN	Q8WXI3	ASB10	ENSG00000146926	null	136371
C1421460	VNN2_HUMAN	O95498	VNN2	ENSG00000112303	null	8875
C1415794	HTSF1_HUMAN	O43719	HTATSF1	ENSG00000102241	null	null
C1426728	ZN410_HUMAN	Q86VK4	ZNF410	ENSG00000119725	null	57862
C1539669	HKDC1_HUMAN	Q2TB90	HKDC1	ENSG00000156510	null	80201
C1825813	LIRA5_HUMAN	A6NI73	LILRA5	ENSG00000187116	null	353514
C1416161	IGJ_HUMAN	P01591	JCHAIN	ENSG00000132465	null	3512
C1538864	RN166_HUMAN	Q96A37	RNF166	ENSG00000158717	null	115992
C1823077	SNX30_HUMAN	Q5VWJ9	SNX30	ENSG00000148158	null	401548
C1416716	K1C13_HUMAN	P13646	KRT13	ENSG00000171401	null	3860
C1417250	MRE11_HUMAN	P49959	MRE11	ENSG00000020922	null	4361
C1538555	OTUD1_HUMAN	Q5VV17	OTUD1	ENSG00000165312	null	220213
C1412886	AHSA1_HUMAN	O95433	AHSA1	ENSG00000100591	null	10598
C1537591	LR2BP_HUMAN	Q9P2M1	LRP2BP	ENSG00000109771	null	55805
C1415562	1C03_HUMAN	P04222,P10321,P30499,P30501,P30504,P30505,P30508,P30510,Q07000,Q29865,Q29960,Q29963,Q95604,Q9TNN7	HLA-C	ENSG00000204525	null	null
C1425023	NGLY1_HUMAN	Q96IV0	NGLY1	ENSG00000151092	null	55768
C4554683	CI172_HUMAN	C9J069	AJM1	ENSG00000232434	null	null
C1335276	PTK7_HUMAN	Q13308	PTK7	ENSG00000112655	T68525	5754
C1420507	STXB2_HUMAN	Q15833	STXBP2	ENSG00000076944	null	6813
C1418098	OR6B1_HUMAN	O95007	OR6B1	ENSG00000221813	null	null
C1825355	SLX1_HUMAN	Q9BQ83	null	ENSG00000181625	null	548593
C0812307	LYN_HUMAN	P07948	LYN	ENSG00000254087	T68163	4067
C1335639	RL7A_HUMAN	P62424	RPL7A	ENSG00000148303	null	6130
C1416910	LRMP_HUMAN	Q12912	IRAG2	ENSG00000118308	null	4033
C1425841	DPOLN_HUMAN	Q7Z5Q5	POLN	ENSG00000130997	null	353497
C1421354	UMPS_HUMAN	P11172	UMPS	ENSG00000114491	T15851	7372
C1423823	MYH7B_HUMAN	A7E2Y1	MYH7B	ENSG00000078814	null	57644
C1422274	CF010_HUMAN	Q5SRN2	TSBP1	ENSG00000204296	null	10665
C3543872	TRI77_HUMAN	I1YAP6	TRIM77	ENSG00000214414	null	390231
C1412925	EGLN1_HUMAN	Q9GZT9	EGLN1	ENSG00000135766	T32880	54583
C1421623	ZN131_HUMAN	P52739	ZNF131	ENSG00000172262	null	7690
C1428547	COMD8_HUMAN	Q9NX08	COMMD8	ENSG00000169019	null	54951
C1416303	LV102_HUMAN	P01700	IGLV1-47	ENSG00000211648	null	null
C1418979	CYH2_HUMAN	Q99418	CYTH2	ENSG00000105443	T85056	9266
C3147312	F10C1_HUMAN	Q70Z53	FRA10AC1	ENSG00000148690	null	null
C1538563	PACS1_HUMAN	Q6VY07	PACS1	ENSG00000175115	null	55690
C1418286	PBX2_HUMAN	P40425	PBX2	ENSG00000204304	null	5089
C1412277	PGCA_HUMAN	P16112	ACAN	ENSG00000157766	null	176
C1823833	DAW1_HUMAN	Q8N136	DAW1	ENSG00000123977	null	164781
C1419337	RELN_HUMAN	P78509	RELN	ENSG00000189056	null	5649
C1537443	PAF15_HUMAN	Q15004	PCLAF	ENSG00000166803	null	9768
C2681650	LRIQ4_HUMAN	A6NIV6	LRRIQ4	ENSG00000188306	null	344657
C1540293	CD276_HUMAN	Q5ZPR3	CD276	ENSG00000103855	T45612	80381
C1414071	DLL3_HUMAN	Q9NYJ7	DLL3	ENSG00000090932	T75716	10683
C1335231	RPB1_HUMAN	P24928	POLR2A	ENSG00000181222	null	5430
C3470237	VSTM5_HUMAN	A8MXK1	VSTM5	ENSG00000214376	null	387804
C1420614	TBX4_HUMAN	P57082	TBX4	ENSG00000121075	null	9496
C1413938	DCX_HUMAN	O43602	DCX	ENSG00000077279	null	1641
C1333682	GSCR2_HUMAN	Q9NZM5	NOP53	ENSG00000105373	null	29997
C1538294	AN36A_HUMAN	A6QL64	ANKRD36	ENSG00000135976	null	375248
C1418639	PLCL2_HUMAN	Q9UPR0	PLCL2	ENSG00000154822	null	23228
C1414443	ERH_HUMAN	P84090	ERH	ENSG00000100632	null	2079
C0812263	EPHA3_HUMAN	P29320	EPHA3	ENSG00000044524	T28413	2042
C2681306	CQ102_HUMAN	A2RUQ5	null	ENSG00000197322	null	null
C1418215	P2RX7_HUMAN	Q99572	P2RX7	ENSG00000089041	T63414	5027
C1421945	LY6D_HUMAN	Q14210	LY6D	ENSG00000167656	T03317	8581
C2675209	TIFAB_HUMAN	Q6ZNK6	TIFAB	ENSG00000255833	null	497189
C1823208	AKND1_HUMAN	Q5T1N1	AKNAD1	ENSG00000162641	null	254268
C1826778	ESRP1_HUMAN	Q6NXG1	ESRP1	ENSG00000104413	null	54845
C1415356	GUC1C_HUMAN	O95843	GUCA1C	ENSG00000138472	null	9626
C1415017	GCM2_HUMAN	O75603	GCM2	ENSG00000124827	null	9247
C3470835	CU104_HUMAN	Q9UJ94	null	null	null	null
C1539585	GMPPA_HUMAN	Q96IJ6	GMPPA	ENSG00000144591	null	29926
C2240226	A1CF_HUMAN	Q9NQ94	A1CF	ENSG00000148584	null	29974
C1824037	ZN763_HUMAN	Q0D2J5	ZNF763	ENSG00000197054	null	284390
C1413297	CDS1_HUMAN	Q92903	CDS1	ENSG00000163624	null	1040
C1538224	ZN658_HUMAN	Q5TYW1	ZNF658	ENSG00000274349	null	26149
C1422203	NDF6_HUMAN	Q96NK8	NEUROD6	ENSG00000164600	null	63974
C1539628	H2AB2_HUMAN	P0C5Z0	H2AB2,H2AB3	ENSG00000277745	null	null
C1427107	ZDH20_HUMAN	Q5W0Z9	ZDHHC20	ENSG00000180776	null	253832
C1415222	GPR3_HUMAN	P46089	GPR3	ENSG00000181773	T31227	2827
C2828961	CDHR3_HUMAN	Q6ZTQ4	CDHR3	ENSG00000128536	null	222256
C1418843	2A5B_HUMAN	Q15173	PPP2R5B	ENSG00000068971	null	5526
C2681540	GATS_HUMAN	Q8NAP1	CASTOR3	ENSG00000239521	null	352954
C1417956	OPCM_HUMAN	Q14982	OPCML	ENSG00000183715	null	4978
C1824721	CE170_HUMAN	Q5SW79	CEP170	ENSG00000143702	null	9859
C1427003	RHDF1_HUMAN	Q96CC6	RHBDF1	ENSG00000007384	null	64285
C0919430	VDR_HUMAN	P11473	VDR	ENSG00000111424	T34234	7421
C1822609	PP6R3_HUMAN	Q5H9R7	PPP6R3	ENSG00000110075	null	55291
C1423592	MYOME_HUMAN	Q5VU43	PDE4DIP	ENSG00000178104	null	9659
C1415623	HMX2_HUMAN	A2RU54	HMX2	ENSG00000188816	null	3167
C1418188	OSBP1_HUMAN	P22059	OSBP	ENSG00000110048	null	5007
C1425603	UBP29_HUMAN	Q9HBJ7	USP29	ENSG00000131864	null	null
C1412840	BTG3_HUMAN	Q14201	BTG3	ENSG00000154640	null	10950
C1421997	GTR7_HUMAN	Q6PXP3	SLC2A7	ENSG00000197241	null	155184
C1418870	PRC1_HUMAN	O43663	PRC1	ENSG00000198901	null	9055
C1823728	AKIR1_HUMAN	Q9H9L7	AKIRIN1	ENSG00000174574	null	null
C3470309	F222A_HUMAN	Q5U5X8	FAM222A	ENSG00000139438	null	84915
C2828892	TRNK1_HUMAN	O15050	TRANK1	ENSG00000168016	null	9881
C1412558	ARSE_HUMAN	P51690	ARSL	ENSG00000157399	null	415
C1420565	NK1R_HUMAN	P25103	TACR1	ENSG00000115353	T47094	6869
C1425741	LEMD1_HUMAN	Q68G75	LEMD1	ENSG00000186007	null	93273
C1413605	COPA_HUMAN	P53621	COPA	ENSG00000122218	null	1314
C2681294	CP089_HUMAN	Q6UX73	C16orf89	ENSG00000153446	null	146556
C1424451	RT36_HUMAN	P82909	MRPS36	ENSG00000134056	null	92259
C1824891	DCD2C_HUMAN	A8MYV0	DCDC2C	ENSG00000214866	null	728597
C1822743	S2533_HUMAN	Q9BSK2	SLC25A33	ENSG00000171612	null	84275
C1414306	EFNB2_HUMAN	P52799	EFNB2	ENSG00000125266	null	1948
C1412135	ASPX_HUMAN	P26436	ACRV1	ENSG00000134940	null	56
C1825369	GRPL2_HUMAN	Q4G1C9	GLIPR1L2	ENSG00000180481	null	null
C1418695	PMVK_HUMAN	Q15126	PMVK	ENSG00000163344	T53892	10654
C1825454	DAAF5_HUMAN	Q86Y56	DNAAF5	ENSG00000164818	null	54919
C0919432	SMAD3_HUMAN	P84022	SMAD3	ENSG00000166949	T35445	4088
C1824770	CNTRB_HUMAN	Q8N137	CNTROB	ENSG00000170037	null	116840
C1424820	TMM8A_HUMAN	Q9HCN3	PGAP6	ENSG00000129925	null	58986
C1335826	SIRB1_HUMAN	O00241,Q5TFQ8	SIRPB1	ENSG00000101307	null	null
C1538457	CHM4A_HUMAN	Q9BY43	CHMP4A	ENSG00000254505	null	29082
C1427125	ATG4B_HUMAN	Q9Y4P1	ATG4B	ENSG00000168397	null	23192
C1428025	ETHE1_HUMAN	O95571	ETHE1	ENSG00000105755	null	23474
C1823219	TM206_HUMAN	Q9H813	PACC1	ENSG00000065600	null	55248
C1540287	CS035_HUMAN	Q6ZS72	PEAK3	ENSG00000188305	null	null
C1367689	UPAR_HUMAN	Q03405	PLAUR	ENSG00000011422	T36147,T74363	5329
C1332122	V1AR_HUMAN	P37288	AVPR1A	ENSG00000166148	T79232	552
C1423576	IL36B_HUMAN	Q9NZH7	IL36B	ENSG00000136696	null	27177
C1412101	ABR_HUMAN	Q12979	ABR	ENSG00000159842	null	29
C1427975	THAP6_HUMAN	Q8TBB0	THAP6	ENSG00000174796	null	null
C1425644	LRRK1_HUMAN	Q38SD2	LRRK1	ENSG00000154237	null	79705
C1442760	TDG_HUMAN	Q13569	TDG	ENSG00000139372	T91681	6996
C1824352	LLPH_HUMAN	Q9BRT6	LLPH	ENSG00000139233	null	84298
C1420775	TEFF2_HUMAN	Q9UIK5	TMEFF2	ENSG00000144339	null	23671
C1425021	GOPC_HUMAN	Q9HD26	GOPC	ENSG00000047932	null	57120
C1825882	LRC24_HUMAN	Q50LG9	LRRC24	ENSG00000254402	null	null
C1822715	SHC4_HUMAN	Q6S5L8	SHC4	ENSG00000185634	null	399694
C1842834	EPT1_HUMAN	Q9C0D9	SELENOI	ENSG00000138018	null	85465
C1413440	CKS2_HUMAN	P33552	CKS2	ENSG00000123975	null	1164
C1416780	LAMB1_HUMAN	P07942	LAMB1	ENSG00000091136	null	3912
C1414201	DVL2_HUMAN	O14641	DVL2	ENSG00000004975	null	1856
C1540063	TRI59_HUMAN	Q8IWR1	TRIM59	ENSG00000213186	T92902	286827
C1456382	EBP2_HUMAN	Q99848	EBNA1BP2	ENSG00000117395	null	10969
C1425102	5NT3A_HUMAN	Q9H0P0	NT5C3A	ENSG00000122643	null	51251
C1420165	S27A3_HUMAN	Q5K4L6	SLC27A3	ENSG00000143554	null	11000
C1824761	KCY_HUMAN	P30085	CMPK1	ENSG00000162368	null	51727
C1333727	TF3C4_HUMAN	Q9UKN8	GTF3C4	ENSG00000125484	null	null
C3469817	S2551_HUMAN	Q9H1U9	SLC25A51	ENSG00000122696	null	92014
C1421336	UDB10_HUMAN	P36537	UGT2B10	ENSG00000109181	null	7365
C1425083	XPO4_HUMAN	Q9C0E2	XPO4	ENSG00000132953	null	64328
C1333912	HMGN1_HUMAN	P05114	HMGN1	ENSG00000205581	null	3150
C1826674	PRAM2_HUMAN	O60811	PRAMEF2	ENSG00000120952	null	null
C1427009	CCNL2_HUMAN	Q96S94	CCNL2	ENSG00000221978	null	81669
C1417571	MYO9A_HUMAN	B2RTY4	MYO9A	ENSG00000066933	null	4649
C1537577	LIPK_HUMAN	Q5VXJ0	LIPK	ENSG00000204021	null	643414
C1825393	AATC2_HUMAN	Q8NHS2	GOT1L1	ENSG00000169154	null	null
C1419125	PTPRU_HUMAN	Q92729	PTPRU	ENSG00000060656	null	10076
C1366449	PAR1_HUMAN	P25116	F2R	ENSG00000181104	T36483	2149
C1825519	HN1L_HUMAN	Q9H910	JPT2	ENSG00000206053	null	90861
C1420014	SGPL1_HUMAN	O95470	SGPL1	ENSG00000166224	T01575	8879
C1428435	DNJB7_HUMAN	Q7Z6W7	DNAJB7	ENSG00000172404	null	150353
C1826822	RHBL4_HUMAN	Q8TEB9	RHBDD1	ENSG00000144468	null	84236
C1824638	MCUB_HUMAN	Q9NWR8	MCUB	ENSG00000005059	null	55013
C1418317	PCDA2_HUMAN	Q9Y5H9	PCDHA2	ENSG00000204969	null	56146
C1418006	OR1L4_HUMAN	Q8NGR5	OR1L4	ENSG00000136939	null	null
C0919477	LCK_HUMAN	P06239	LCK	ENSG00000182866	T12499	3932
C1414206	DYRK2_HUMAN	Q92630	DYRK2	ENSG00000127334	T39486	8445
C3470134	TRIQK_HUMAN	Q629K1	TRIQK	ENSG00000205133	null	286144
C1428267	DND1_HUMAN	Q8IYX4	DND1	ENSG00000256453	null	373863
C1427221	SMYD2_HUMAN	Q9NRG4	SMYD2	ENSG00000143499	T15797	56950
C1412096	ABCG1_HUMAN	P45844	ABCG1	ENSG00000160179	T47098	9619
C1415760	HSP74_HUMAN	P34932	HSPA4	ENSG00000170606	null	3308
C1421493	WDR1_HUMAN	O75083	WDR1	ENSG00000071127	null	9948
C1538672	PKHA9_HUMAN	O95397	null	ENSG00000134297	null	null
C1425677	SPAS2_HUMAN	Q86XZ4	SPATS2	ENSG00000123352	null	65244
C4554989	CP052_HUMAN	Q8NHV5	MOSMO	ENSG00000185716	null	null
C1414141	DPP4_HUMAN	P27487	DPP4	ENSG00000197635	T31391	1803
C1539270	DERL1_HUMAN	Q9BUN8	DERL1	ENSG00000136986	null	79139
C1415832	SYIC_HUMAN	P41252	IARS1	ENSG00000196305	T46515	3376
C2828739	SUN2_HUMAN	Q9UH99	SUN2	ENSG00000100242	null	25777
C1422417	TRYB2_HUMAN	P20231	TPSB2	ENSG00000197253	null	64499
C1423810	RTF2_HUMAN	Q9BY42	RTF2	ENSG00000022277	null	null
C1422582	C1QT4_HUMAN	Q9BXJ3	C1QTNF4	ENSG00000172247	null	114900
C1825257	F120B_HUMAN	Q96EK7	FAM120B	ENSG00000112584	null	84498
C1539197	C56D1_HUMAN	Q8N8Q1	CYB561D1	ENSG00000174151	null	284613
C1415713	HAIR_HUMAN	O43593	HR	ENSG00000168453	null	55806
C1538941	ARMX3_HUMAN	Q9UH62	ARMCX3	ENSG00000102401	null	51566
C1367551	CALC_HUMAN	P01258,P06881	CALCA	ENSG00000110680	T93509	null
C1415903	IFN16_HUMAN	P05015	IFNA16	ENSG00000147885	null	3449
C1420435	SSX2_HUMAN	Q16385	SSX2,SSX2B	ENSG00000241476	null	6757
C1824257	CH048_HUMAN	Q96LL4	C8orf48	ENSG00000164743	null	null
C1417519	MXRA8_HUMAN	Q9BRK3	MXRA8	ENSG00000162576	null	54587
C1417900	NXF3_HUMAN	Q9H4D5	NXF3	ENSG00000147206	null	56000
C1826265	MORC1_HUMAN	Q86VD1	MORC1	ENSG00000114487	null	27136
C2239783	NHSL2_HUMAN	Q5HYW2	NHSL2	ENSG00000204131	null	340527
C1426904	WFDC9_HUMAN	Q8NEX5	WFDC9	ENSG00000180205	null	null
C1416320	A0A075B6K4_HUMAN	A0A075B6K4	IGLV3-10	ENSG00000211669	null	null
C2240339	CCD61_HUMAN	Q9Y6R9	CCDC61	ENSG00000104983	null	null
C1428840	LST2_HUMAN	Q9HCC9	ZFYVE28	ENSG00000159733	null	57732
C1826949	RTF1_HUMAN	Q92541	RTF1	ENSG00000137815	null	23168
C1538190	ZN484_HUMAN	Q5JVG2	ZNF484	ENSG00000127081	null	83744
C1414140	DPP3_HUMAN	Q9NY33	DPP3	ENSG00000254986	null	10072
C1539271	DERL2_HUMAN	Q9GZP9	DERL2	ENSG00000072849	null	51009
C3812018	NPIA7_HUMAN	E9PJI5	NPIPA7	ENSG00000214967	null	null
C1416987	MGN_HUMAN	P61326	MAGOH	ENSG00000162385	null	4116
C1825881	LRC23_HUMAN	Q53EV4	LRRC23	ENSG00000010626	null	10233
C2239557	AP5Z1_HUMAN	O43299	AP5Z1	ENSG00000242802	null	9907
C1425924	NEIL2_HUMAN	Q969S2	NEIL2	ENSG00000154328	null	252969
C1823693	ANS1A_HUMAN	Q92625	ANKS1A	ENSG00000064999	null	23294
C1825669	CLU_HUMAN	O75153	CLUH	ENSG00000132361	null	23277
C1425982	CHD6_HUMAN	Q8TD26	CHD6	ENSG00000124177	null	84181
C1421319	CEGT_HUMAN	Q16739	UGCG	ENSG00000148154	T14908	7357
C1417518	MXRA7_HUMAN	P84157	MXRA7	ENSG00000182534	null	439921
C1428845	IPRI_HUMAN	Q8IWB1	ITPRIP	ENSG00000148841	null	85450
C1424935	ARI5B_HUMAN	Q14865	ARID5B	ENSG00000150347	null	84159
C1424756	IL26_HUMAN	Q9NPH9	IL26	ENSG00000111536	null	55801
C1837790	NPSR1_HUMAN	Q6W5P4	NPSR1	ENSG00000187258	T20958	387129
C1412475	APOC1_HUMAN	P02654	APOC1	ENSG00000130208	null	341
C1414605	FGF23_HUMAN	Q9GZV9	FGF23	ENSG00000118972	T14853	8074
C1539706	RSBNL_HUMAN	Q6PCB5	RSBN1L	ENSG00000187257	null	222194
C3470059	DANCR_HUMAN	P0C864	null	ENSG00000226950	null	null
C1417813	NPTX2_HUMAN	P47972	NPTX2	ENSG00000106236	T92281	4885
C1418996	PSG4_HUMAN	Q00888	PSG4	ENSG00000243137	null	5672
C2681260	CRTP1_HUMAN	A8MQ03	CYSRT1	ENSG00000197191	null	null
C1417542	MYH7_HUMAN	P12883	MYH7	ENSG00000092054	T07507	4625
C1539721	SAGE1_HUMAN	Q9NXZ1	SAGE1	ENSG00000181433	null	55511
C1538040	NAA15_HUMAN	Q9BXJ9	NAA15	ENSG00000164134	null	80155
C1426524	NOL6_HUMAN	Q9H6R4	NOL6	ENSG00000165271	null	65083
C1427703	RAD9B_HUMAN	Q6WBX8	RAD9B	ENSG00000151164	null	144715
C1424719	HABP4_HUMAN	Q5JVS0	HABP4	ENSG00000130956	null	22927
C1420737	TIM_HUMAN	Q9UNS1	TIMELESS	ENSG00000111602	null	8914
C1428147	KRA54_HUMAN	Q6L8H1	null	ENSG00000241598	null	387267
C1335831	SKP2_HUMAN	Q13309	SKP2	ENSG00000145604	T80306	6502
C1425999	CKS1_HUMAN	P61024	CKS1B	ENSG00000173207	null	1163
C1412824	TISB_HUMAN	Q07352	ZFP36L1	ENSG00000185650	T44658	677
C1424662	POSTN_HUMAN	Q15063	POSTN	ENSG00000133110	T29187	10631
C1415686	HXD12_HUMAN	P35452	HOXD12	ENSG00000170178	null	3238
C1419851	SCML1_HUMAN	Q9UN30	SCML1	ENSG00000047634	null	6322
C1823929	ZC3HE_HUMAN	Q6PJT7	ZC3H14	ENSG00000100722	null	79882
C1422696	RM36_HUMAN	Q9P0J6	MRPL36	ENSG00000171421	null	64979
C1420630	ELOA1_HUMAN	Q14241	ELOA	ENSG00000011007	null	6924
C1970015	RELL1_HUMAN	Q8IUW5	RELL1	ENSG00000181826	null	768211
C1424886	PCSK1_HUMAN	Q9UHG2	PCSK1N	ENSG00000102109	null	27344
C1539224	PCD23_HUMAN	Q6V1P9	DCHS2	ENSG00000197410	null	54798
C2239819	P3IP1_HUMAN	Q96FE7	PIK3IP1	ENSG00000100100	null	113791
C3470336	FXYD8_HUMAN	P58550	null	ENSG00000182707	null	null
C1417963	OPRK_HUMAN	P41145	OPRK1	ENSG00000082556	T60693	4986
C1334492	MCM5_HUMAN	P33992	MCM5	ENSG00000100297	null	4174
C1420645	ZEB1_HUMAN	P37275	ZEB1	ENSG00000148516	null	6935
C2681232	CE047_HUMAN	Q569G3	C5orf47	ENSG00000185056	null	133491
C2828568	PRS37_HUMAN	A4D1T9	PRSS37	ENSG00000165076	null	136242
C1537680	MED19_HUMAN	A0JLT2	MED19	ENSG00000156603	null	219541
C1826625	BOC_HUMAN	Q9BWV1	BOC	ENSG00000144857	null	91653
C1427760	COBL_HUMAN	O75128	COBL	ENSG00000106078	null	23242
C1414330	EI2BD_HUMAN	Q9UI10	EIF2B4	ENSG00000115211	null	8890
C1823751	CA131_HUMAN	Q8NDD1	C1orf131	ENSG00000143633	null	null
C1823941	ZFN2A_HUMAN	Q8N6M9	ZFAND2A	ENSG00000178381	null	90637
C1427014	CP2R1_HUMAN	Q6VVX0	CYP2R1	ENSG00000186104	null	120227
C1415422	H2B1O_HUMAN	P23527	H2BC17	ENSG00000274641	null	8348
C1823928	ZC3HD_HUMAN	Q5T200	ZC3H13	ENSG00000123200	null	23091
C1419245	RAD9A_HUMAN	Q99638	RAD9A	ENSG00000172613	null	5883
C3471459	TRY6_HUMAN	Q8NHM4	null	null	null	null
C1537684	MEIG1_HUMAN	Q5JSS6	MEIG1	ENSG00000197889	null	644890
C1420399	SRBP2_HUMAN	Q12772	SREBF2	ENSG00000198911	T03385	6721
C1540265	RBFA_HUMAN	Q8N0V3	RBFA	ENSG00000101546	null	79863
C1822720	SHRM2_HUMAN	Q13796	SHROOM2	ENSG00000146950	null	357
C1846860	STH_HUMAN	Q8IWL8	STH	ENSG00000256762	null	246744
C1333533	FBXW7_HUMAN	Q969H0	FBXW7	ENSG00000109670	T21705	55294
C1414199	DVL1_HUMAN	O14640	DVL1	ENSG00000107404	null	1855
C1427256	RHG15_HUMAN	Q53QZ3	ARHGAP15	ENSG00000075884	null	55843
C1428481	SAMD7_HUMAN	Q7Z3H4	SAMD7	ENSG00000187033	null	344658
C1420166	S27A4_HUMAN	Q6P1M0	SLC27A4	ENSG00000167114	T40545	10999
C1826776	RBM26_HUMAN	Q5T8P6	RBM26	ENSG00000139746	null	64062
C1420875	TPM4_HUMAN	P67936	TPM4	ENSG00000167460	null	7171
C3470654	CB046_HUMAN	Q6ZSB3	null	ENSG00000236790	null	null
C1426786	RPKL1_HUMAN	Q9Y6S9	RPS6KL1	ENSG00000198208	null	83694
C1428806	WDTC1_HUMAN	Q8N5D0	WDTC1	ENSG00000142784	null	23038
C1539047	TRM61_HUMAN	Q96FX7	TRMT61A	ENSG00000166166	null	115708
C1423468	O10J4_HUMAN	P0C629	null	ENSG00000249730	null	null
C1539357	EMB_HUMAN	Q6PCB8	EMB	ENSG00000170571	null	133418
C1334479	MK04_HUMAN	P31152	MAPK4	ENSG00000141639	null	5596
C1539658	HECD2_HUMAN	Q5U5R9	HECTD2	ENSG00000165338	null	143279
C1538617	FRP2L_HUMAN	Q6IN97	null	ENSG00000150175	null	null
C1334307	KISS1_HUMAN	Q15726	KISS1	ENSG00000170498	T18872	3814
C1823440	T176A_HUMAN	Q96HP8	TMEM176A	ENSG00000002933	null	55365
C1823531	TTC27_HUMAN	Q6P3X3	TTC27	ENSG00000018699	null	55622
C2239546	IQUB_HUMAN	Q8NA54	IQUB	ENSG00000164675	null	154865
C1823391	T132A_HUMAN	Q24JP5	TMEM132A	ENSG00000006118	null	54972
C1424883	RIR2B_HUMAN	Q7LG56	RRM2B	ENSG00000048392	null	50484
C1422695	RM35_HUMAN	Q9NZE8	MRPL35	ENSG00000132313	null	51318
C1420075	SIX4_HUMAN	Q9UIU6	SIX4	ENSG00000100625	null	51804
C1836267	NIPA4_HUMAN	Q0D2K0	NIPAL4	ENSG00000172548	null	348938
C1418404	PDCD4_HUMAN	Q53EL6	PDCD4	ENSG00000150593	null	27250
C1423094	SACA1_HUMAN	Q9HBV2	SPACA1	ENSG00000118434	null	81833
C1538109	WIBG_HUMAN	Q9BRP8	PYM1	ENSG00000170473	null	84305
C1538354	TMM8B_HUMAN	A6NDV4	TMEM8B	ENSG00000137103	null	51754
C1538577	PARP1_HUMAN	P09874	PARP1	ENSG00000143799	T06273	142
C4320281	Q3ZM63_HUMAN	Q3ZM63	ETDA	ENSG00000238210	null	null
C3543895	TIKI1_HUMAN	Q86V40	TRABD2A	ENSG00000186854	null	129293
C1419621	RPE_HUMAN	Q96AT9	RPE	ENSG00000197713	null	6120
C1417224	MOCS1_HUMAN	Q9NZB8	MOCS1	ENSG00000124615	T98196	4337
C1428998	ELOA2_HUMAN	Q8IYF1	ELOA2	ENSG00000206181	null	51224
C2239889	RIM3B_HUMAN	A6NNM3	RIMBP3B	ENSG00000274600	null	null
C1420506	STXB1_HUMAN	P61764	STXBP1	ENSG00000136854	null	6812
C1414266	EEA1_HUMAN	Q15075	EEA1	ENSG00000102189	null	8411
C3469805	CC170_HUMAN	Q8IYT3	CCDC170	ENSG00000120262	null	80129
C1823210	CA064_HUMAN	Q8NEQ6	SRARP	ENSG00000183888	null	149563
C1824699	CEND_HUMAN	Q8N111	CEND1	ENSG00000184524	null	51286
C1826425	BHA15_HUMAN	Q7RTS1	BHLHA15	ENSG00000180535	null	168620
C1537531	LCE1B_HUMAN	Q5T7P3	LCE1B	ENSG00000196734	null	null
C1826549	PCMD1_HUMAN	Q96MG8	PCMTD1	ENSG00000168300	null	115294
